"Err.Topo","Err.Quan","Kaski and Lagus","LearnRate","0=online/1=batch","Sigma","Init (10=Rand 20=Interval 30=Vector 40=PCA)","Neigh. Func. (10=Gauss 20=Bubble 30=Cut Gauss)","Neigh. Width","Growing"
0.06839526337280523,170.5758746265326,1.1307831512099904,0.2,1.0,3.0,10.0,10.0,0.5,1.0
0.09085340955492037,163.17708569508255,1.1472390946702904,0.2,1.0,3.0,10.0,10.0,0.5,1.0
0.12474479379338506,160.4405687071471,1.4913108551872492,0.2,1.0,3.0,30.0,10.0,0.5,1.0
0.10779910167415271,161.90473941189674,1.2310952918358304,0.2,1.0,3.0,30.0,10.0,0.5,1.0
0.0902409146590445,159.18856959322343,1.1792953388307927,0.2,1.0,3.0,30.0,10.0,0.5,1.0
0.11535320538995508,159.25629146161674,1.233821210996655,0.2,1.0,3.0,30.0,10.0,0.5,1.0
0.0949367088607595,161.5719862739588,1.2081608791902734,0.2,1.0,3.0,30.0,10.0,0.5,1.0
0.12066149448754594,160.112394987273,1.2813622692909907,0.2,1.0,3.0,30.0,10.0,0.5,1.0
0.06022866476112699,159.69610298398536,1.1044704171057547,0.2,1.0,3.0,30.0,10.0,0.5,1.0
0.06859942833809718,195.58841911457793,1.1599813023917063,0.2,1.0,3.0,40.0,20.0,0.5,1.0
0.13495304205798286,163.64463320419443,1.5652602354438943,0.2,1.0,3.0,30.0,10.0,0.5,1.0
0.10126582278481013,193.57916673215556,1.1775376003944784,0.2,1.0,3.0,40.0,20.0,0.5,1.0
0.0796243364638628,198.34451974937076,1.1495190934563844,0.2,1.0,3.0,40.0,20.0,0.5,1.0
0.09105757452021233,164.96576013819296,1.1806790037031836,0.2,1.0,3.0,30.0,10.0,0.5,1.0
0.07799101674152716,194.5313447994258,1.170177898080732,0.2,1.0,3.0,40.0,20.0,0.5,1.0
0.12209064924458962,162.08665579178523,1.4438723266214344,0.2,1.0,3.0,30.0,10.0,0.5,1.0
0.06002449979583503,191.23504474262808,1.132346885410908,0.2,1.0,3.0,40.0,20.0,0.5,1.0
0.06737443854634545,193.77710463647992,1.1459324427595916,0.2,1.0,3.0,40.0,20.0,0.5,1.0
0.06798693344222131,183.87283432625395,1.1279854704626897,0.2,1.0,3.0,40.0,20.0,0.5,1.0
0.10575745202123316,171.963927480546,1.2072200750266529,0.2,1.0,3.0,40.0,20.0,0.5,1.0
0.09922417313189057,188.815083016572,1.3678675138866012,0.2,1.0,3.0,40.0,20.0,0.5,1.0
0.1490404246631278,150.04103896782547,1.5859618291073552,0.2,1.0,3.0,20.0,20.0,0.5,1.0
0.06451612903225806,181.3788472246837,1.1803550116832755,0.2,1.0,3.0,40.0,20.0,0.5,1.0
0.13270722743977134,140.1638006549139,1.5092208657931634,0.2,1.0,3.0,20.0,20.0,0.5,1.0
0.16557778685177624,139.68253569737112,1.70532513999538,0.2,1.0,3.0,20.0,20.0,0.5,1.0
0.1800734993875051,140.20221174049684,1.5057579035811548,0.2,1.0,3.0,20.0,20.0,0.5,1.0
0.10330747243772968,140.76729417737087,1.3809243148585895,0.2,1.0,3.0,20.0,20.0,0.5,1.0
0.09064924458962842,139.8499034597887,1.298254369836625,0.2,1.0,3.0,20.0,20.0,0.5,1.0
0.05737035524703961,142.9742594599942,1.1316811472968547,0.2,1.0,3.0,20.0,20.0,0.5,1.0
0.26153532053899553,136.8193654166804,2.097758139121413,0.2,1.0,3.0,20.0,20.0,0.5,1.0
0.06349530420579828,149.883425723913,1.1822955136226854,0.2,1.0,3.0,20.0,20.0,0.5,1.0
0.09616169865251123,139.08631700531268,1.337298145570705,0.2,1.0,3.0,20.0,20.0,0.5,1.0
0.08962841976316864,153.58468299480094,1.167738808288036,0.2,1.0,3.0,10.0,20.0,0.5,1.0
0.10432829726418946,156.30339629621665,1.1868728861364264,0.2,1.0,3.0,10.0,20.0,0.5,1.0
0.11188240097999183,151.8994671534975,1.18964872747111,0.2,1.0,3.0,10.0,20.0,0.5,1.0
0.1175990200081666,157.40723469138587,1.1766858380341743,0.2,1.0,3.0,10.0,20.0,0.5,1.0
